word11	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word11	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word12	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word12	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word13	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word13	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word14	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word14	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word15	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word15	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word16	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word16	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word17	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word17	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word18	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word18	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word19	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word19	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word20	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word20	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word21	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word21	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word22	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word22	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word23	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word23	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word24	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word24	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word25	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word25	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word26	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word26	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word27	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word27	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word28	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word28	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word29	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word29	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word30	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word30	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word31	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word31	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word32	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word32	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word33	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word33	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word34	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word34	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word35	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word35	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word36	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word36	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word37	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word37	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word38	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word38	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word39	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word39	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word40	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word40	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word41	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word41	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word42	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word42	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word43	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word43	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word44	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word44	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word45	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word45	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word46	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word46	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word47	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word47	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word48	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word48	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word49	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word49	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word50	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word50	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word51	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word51	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word52	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word52	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word53	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word53	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word54	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word54	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word55	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word55	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word56	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word56	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word57	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word57	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word58	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word58	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word59	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word59	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word60	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word60	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word61	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word61	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word62	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word62	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word63	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word63	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word64	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word64	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word65	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word65	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word66	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word66	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word67	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word67	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word68	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word68	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word69	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word69	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word70	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word70	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word71	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word71	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word72	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word72	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word73	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word73	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word74	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word74	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word75	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word75	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word76	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word76	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word77	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word77	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word78	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word78	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word79	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word79	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word80	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word80	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word81	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word81	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word82	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word82	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word83	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word83	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word84	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word84	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word85	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word85	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word86	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word86	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word87	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word87	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word88	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word88	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word89	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word89	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word90	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word90	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word91	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word91	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word92	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word92	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word93	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word93	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word94	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word94	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word95	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word95	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word96	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word96	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word97	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word97	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word98	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word98	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word99	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word99	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word100	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word100	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word101	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word101	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
input	candidate	obs.prob	pred.prob	H	beA	beB	Ident	UseListed
					0.20000000000000004	0.01	0.20000000000000004	0.01
word102	A	1.0	0.5962826992967878	-0.01	0.0	1.0	0	0
word102	B	0.0	0.4037173007032121	-0.4000000000000001	1.0	0.0	1	0
